armiger,image_url,blazon,artist,date_granted
Peräseinäjoki,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Per%C3%A4sein%C3%A4joki.vaakuna.svg/75px-Per%C3%A4sein%C3%A4joki.vaakuna.svg.png,Hopeakentässä painanteisen pilvikoron rajoittama sininen lakio ja neljä nousevaa punaista liekkiä.,Ahti Hammar,23. marraskuuta 1959
Petolahti,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Petolahti.vaakuna.svg/75px-Petolahti.vaakuna.svg.png,"Sinisessä kentässä alapuolelta sahakoroinen hirsi; saatteena ylä- ja alapuolella perunankukka; kaikki hopeaa, kukkien emiöt kultaa.",Gustaf von Numers,3. tammikuuta 1968
Pieksämäki,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Pieks%C3%A4m%C3%A4ki.vaakuna.old.svg/120px-Pieks%C3%A4m%C3%A4ki.vaakuna.old.svg.png,Mustassa kentässä kultainen vinoristin ja apilaristin yhdistelmä.,Ahti Hammar,24. lokakuuta 1951
Pieksämäen maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Pieks%C3%A4m%C3%A4ki.vaakuna.svg/75px-Pieks%C3%A4m%C3%A4ki.vaakuna.svg.png,"Mustassa kentässä kolme hirsittäistä, hopeasulkaista kultavasamaa alatusten.",Ahti Hammar,11. syyskuuta 1951
Pielisjärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Pielisj%C3%A4rvi.vaakuna.svg/75px-Pielisj%C3%A4rvi.vaakuna.svg.png,"Kultaisessa kentässä musta palokärki, jonka päälaki ja kynnet punaiset, kentän oikea pieli musta.",Tapio Vallioja,4. toukokuuta 1953
Pietarsaaren maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Pietarsaaren_mlk.vaakuna.svg/75px-Pietarsaaren_mlk.vaakuna.svg.png,"Punaisessa kentässä kuularisti, jonka ympärillä reunuksittain asetettu köysi, molemmat kultaa.",Gustaf von Numers,19. helmikuuta 1958
Pihlajavesi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Pihlajavesi.vaakuna.svg/120px-Pihlajavesi.vaakuna.svg.png,"Hopeakentässä vihreä pihlaja, marjat punaiset.",Olof Eriksson,10. lokakuuta 1960
Piikkiö,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Piikki%C3%B6.vaakuna.svg/75px-Piikki%C3%B6.vaakuna.svg.png,"Punaisessa kentässä kolme nousevaa kultaista, apilakärkistä sudenhammasta.",Ahti Hammar,25. helmikuuta 1955
Piippola,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Piippola.vaakuna.svg/75px-Piippola.vaakuna.svg.png,Sinisessä kentässä sudenhammaskoroinen lakio - kolme ylöspäin suuntautuvaa sudenhammasta näkyvissä - sekä kolme kaateista kuokanterää vieretysten; kaikki hopeaa.,Aake Kaarnama,21. syyskuuta 1966
Pirttikylä,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Pirttikyl%C3%A4.vaakuna.svg/120px-Pirttikyl%C3%A4.vaakuna.svg.png,"Sini-hopeakatkoisessa kentässä kaksi tasakylkistä viisikulmiota, joista kumpikin yhdellä sivullaan koskettaa pitkin toista erottavaa koroa; kuviossa lipuke; kaikki vuorovärisiä.",Gustaf von Numers,26. marraskuuta 1963
Pohja,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Pohja.vaakuna.svg/120px-Pohja.vaakuna.svg.png,"Hopeakentässä sininen kärki, jossa hopealilja: saatteena kärjen kummallakin puolella sininen raudanmerkki.",A. W. Rancken,10. kesäkuuta 1953
Pohjaslahti,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Pohjaslahti.vaakuna.svg/75px-Pohjaslahti.vaakuna.svg.png,"Sinisessä kentässä vastapalkki, jonka kummastakin sivusta kasvaa kolme havunoksaa; kaikki hopeaa.",Olof Eriksson,20. huhtikuuta 1961
Porin maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Porin_mlk.vaakuna.svg/120px-Porin_mlk.vaakuna.svg.png,"Kultaisessa kentässä nouseva, musta, punakielinen karhu pidellen oikeassa kämmenessään kaateista sinistä ankkuria.",Ahti Hammar,1. maaliskuuta 1952
Porvoon maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Porvoon_mlk.vaakuna.svg/75px-Porvoon_mlk.vaakuna.svg.png,Punaisessa kentässä kolme kultavaruksista hopealohta asetettuina hirsittäin alatusten.,Gustaf von Numers,19. syyskuuta 1953
Pulkkila,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Pulkkila.vaakuna.svg/120px-Pulkkila.vaakuna.svg.png,"Hopeakentässä kaateinen, punainen haaruristi, jonka saatteena kolme mustaa kuulaa asetettuina 2 + 1.",Toivo Vuorela,21. elokuuta 1964
Punkaharju,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Punkaharju.vaakuna.svg/120px-Punkaharju.vaakuna.svg.png,"Sinisessä kentässä yläreunaltaan kuusikoroinen ja alareunaltaan aaltokoroinen hirsi, jonka yläpuolella kruunu; kaikki kultaa.",Olof Eriksson,9. elokuuta 1954
Purmo,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Purmo.vaakuna.svg/75px-Purmo.vaakuna.svg.png,"Sinisessä kentässä kolmoisvuori, jolla seisoo taakseen katsova ilves; kaikki kultaa paitsi ilveksen varukset punaiset ja korvatöyhdöt mustat.",Torsten von Numers,19. kesäkuuta 1954
Pusula,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Pusula.vaakuna.svg/75px-Pusula.vaakuna.svg.png,Vihreässä kentässä oksakoroinen oikea pieli ja vesuri; molemmat hopeaa.,Gustaf von Numers,19. syyskuuta 1963
Pyhäjärvi Ul,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Pyh%C3%A4j%C3%A4rvi_Ul.vaakuna.svg/75px-Pyh%C3%A4j%C3%A4rvi_Ul.vaakuna.svg.png,"Sinisessä kentässä vene, josta nousee apilaristi; molemmat kultaa.",Gustaf von Numers,15. lokakuuta 1956
Pyhämaa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Pyh%C3%A4maa_vaakuna.svg/75px-Pyh%C3%A4maa_vaakuna.svg.png,"Punaisessa kentässä kultaristi, jossa sininen mansikanlehti.",Gustaf von Numers,12. maaliskuuta 1969
Pyhäselkä,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Pyh%C3%A4selk%C3%A4.vaakuna.svg/75px-Pyh%C3%A4selk%C3%A4.vaakuna.svg.png,Punaisessa kentässä viisi hopeista vesilehvää asetettuina 1 + 3 + 1.,Heikki Paaer,19. lokakuuta 1955
Pylkönmäki,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Pylk%C3%B6nm%C3%A4ki.vaakuna.svg/75px-Pylk%C3%B6nm%C3%A4ki.vaakuna.svg.png,"Hopea-sinisessä kuusikorokatkoisessa kilvessä kaarellinen kultatyviö, saatteena hopeisessa yläkentässä sininen kreikkalainen risti.",Kaj Kajander,19. tammikuuta 1962
Pälkäne,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/P%C3%A4lk%C3%A4ne.vaakuna.1965.svg/75px-P%C3%A4lk%C3%A4ne.vaakuna.1965.svg.png,Punaisessa kentässä alaisesta kärjestä nouseva kirkonkukko pidellen kynsissään keppiä; kaikki hopeaa.,Gustaf von Numers,3. toukokuuta 1956
Raippaluoto,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Raippaluoto.vaakuna.svg/75px-Raippaluoto.vaakuna.svg.png,Punaisessa kentässä kultainen kotkanpää.,Gustaf von Numers,26. marraskuuta 1957
Rantsila,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Rantsila.vaakuna.svg/120px-Rantsila.vaakuna.svg.png,"Mustassa kentässä alainen aaltokoroinen hopeinen vastapalkki, saatteena vasemmassa yläkulmassa kuusisakarainen kultatähti.",Olof Eriksson,21. elokuuta 1964
Rauman maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Rauman_mlk.vaakuna.svg/120px-Rauman_mlk.vaakuna.svg.png,"Sinisessä kentässä kultatyviö, jonka yläpuolella kolme hopeista, lentävää lokkia alatusten; lokkien varukset kultaa.",Ahti Hammar,18. kesäkuuta 1954
Rautio,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Rautio.vaakuna.svg/75px-Rautio.vaakuna.svg.png,Sinisessä kentässä hopeinen alasin.,Osmo Tokola jaGustaf von Numers,7. marraskuuta 1953
Renko,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Renko.vaakuna.svg/120px-Renko.vaakuna.svg.png,"Kultakentässä kävelevä punainen härkä, kantaen oikealla etujalallaan punaista lippua, jossa hopeasimpukka; härän sarvet, sorkat ja nenärengas sekä lipputangon nuppi hopeaa.",Olof Eriksson,1. heinäkuuta 1953
Revonlahti,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Revonlahti.vaakuna.svg/75px-Revonlahti.vaakuna.svg.png,"Sinisessä kentässä aaltokoroinen tyviö, josta kasvaa kolme kuusta, saatteena lakioittain kolme kuusisakraista tähteä, kaikki hopeaa.",Markus Niinimaa jaKaj Kajander,3. tammikuuta 1968
Riistavesi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Riistavesi.vaakuna.svg/120px-Riistavesi.vaakuna.svg.png,Mustassa kentässä aaltokoroisesta hopeatyviöstä nouseva kolmipiikkinen kulta-atrain.,Kaj Kajander,17. huhtikuuta 1964
Ristiina,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Ristiina.vaakuna.svg/75px-Ristiina.vaakuna.svg.png,"Kilpi musta-kultakatkoinen, siinä pystyssä vuorovärinen jalkajousi, jonka jänne ja nuolen kärki ovat hopeaa; saatteena alakentässä jousen varren kummallakin puolella musta siipi.",Carolus Lindberg,21. syyskuuta 1951
Rovaniemen maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Rovaniemi.vaakuna.svg/120px-Rovaniemi.vaakuna.svg.png,"Vihreässä kentässä hopeinen haaruristi, jonka ylähaarat salamakoroiset; saatteena yläkulmassa kultainen liekki.",Toivo Vuorela,26. lokakuuta 1956
Rovaniemi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Rovaniemi.vaakuna.2005.svg/75px-Rovaniemi.vaakuna.2005.svg.png,"Kilpi, jossa sinisellä pohjalla hopeinen tunturi, sen yläpuolella hopeinen goottilainen kirjain R ja ylimpänä revontulien säteistä muodostettu kruunu, sekin hopeinen.",Väinö Tiger,14. huhtikuuta 1930
Ruotsinpyhtää,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Ruotsinpyht%C3%A4%C3%A4.vaakuna.svg/75px-Ruotsinpyht%C3%A4%C3%A4.vaakuna.svg.png,"Sinisessä kentässä alainen aaltokoroinen hirsi, jonka yläpuolella vino vasararisti; molemmat kultaa.",Ahti Hammar,21. huhtikuuta 1961
Rusko,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Rusko.vaakuna.svg/75px-Rusko.vaakuna.svg.png,"Punaisessa kentässä nouseva piispansauva, jossa koristeena aurinko; kaikki kultaa.",Ahti Hammar,10. kesäkuuta 1964
Ruukki,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Ruukki.svg/75px-Ruukki.svg.png,"Sinisessä kentässä kaksi yläreunaltaan sahakoroista ja alareunaltaan aaltokoroista hirttä, joiden välissä saatteena kolme kuusisakaraista tähteä, kaikki hopeaa.",Olof Eriksson,15. huhtikuuta 1973
Rymättylä,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Rym%C3%A4ttyl%C3%A4.vaakuna.svg/75px-Rym%C3%A4ttyl%C3%A4.vaakuna.svg.png,"Sinisessä kentässä kaksi hopeista silakkaa hirsittäin, alatusten, joiden saatteena yhdeksän viisisakaraista kultatähteä ryhmitettynä 3:3:3.",Gustaf von Numers,14. joulukuuta 1953
Saari,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Saari.vaakuna.svg/75px-Saari.vaakuna.svg.png,Sinisessä kentässä hopeinen varreton puulapio kärki alaspäin. Saatteena lakioittain kolme hopeista apilanlehteä.,Erkki Paakkinen,20. toukokuuta 1959
Sahalahti,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Sahalahti.vaakuna.svg/75px-Sahalahti.vaakuna.svg.png,Kilpi sudenhammaskoron vastalohkoisesti jakama punaiseen ja hopeaan.,Olof Eriksson,10. huhtikuuta 1962
Salo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Salo.vaakuna.svg/75px-Salo.vaakuna.svg.png,Sinisessä kilvessä kultaisella aaltoviivalla uiva hopeinen joutsen ja sen yläpuolella hopeinen lilja: oikeassa kolkassa vasemmalta esiin työntyvä haarniskoitu pistoolia pitelevä käsivarsi. Kilven päällä herttuankruunu.,Jac. Ahrenberginehdotuksen mukaisesti vuodelta 1902,24. syyskuuta 1949
Saloinen,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Saloinen.vaakuna.svg/75px-Saloinen.vaakuna.svg.png,"Sinisessä kentässä rengas, jonka ulkoreunasta versoaa säteittäisesti kahdeksan apilanlehteä; kaikki hopeaa.",Gustaf von Numers,10. helmikuuta 1967
Sammatti,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Sammatti.vaakuna.svg/75px-Sammatti.vaakuna.svg.png,Sinisessä kentässä kultainen vaahteranlehti.,Olof Eriksson,20. marraskuuta 1964
Savonlinna,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Savonlinna_vaakuna_1938.png/75px-Savonlinna_vaakuna_1938.png,"Poikittain jaettu kilpi, jonka yläkentässä on sinisellä pohjalla kultainen Pyhän Olavin linna kolmine torneineen ja linnakkeineen ja jonka alakentässä on mustalla pohjalla hopeinen virta ja sen alla kohtisuoraan ylöspäin suunnattu Savon maakunnan vaakunan kultainen jousi, jossa jänne ja nuolenkärki ja sulitettu pyrstö ovat hopeaa.",,13. huhtikuuta 1938
Savonranta,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Savonranta.vaakuna.svg/75px-Savonranta.vaakuna.svg.png,Mustassa kentässä aaltokoroinen vasen pieli ja jännitetty käsijousi; kaikki kultaa.,Olof Eriksson,18. joulukuuta 1962
Seinäjoen maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Sein%C3%A4joen_mlk.vaakuna.svg/75px-Sein%C3%A4joen_mlk.vaakuna.svg.png,Sinisessä kentässä kolme hirsittäistä hopea-avainta alatusten.,Ahti Hammar,16. lokakuuta 1954
Siikajoki,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Siikajoki.vaakuna.svg/120px-Siikajoki.vaakuna.svg.png,Sinisessä kentässä kolme uivaa hopeasiikaa alakkain.,Olof Eriksson,15. marraskuuta 1954
Siipyy,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Siipyy.vaakuna.svg/120px-Siipyy.vaakuna.svg.png,Kilpi havukoroisesti hopea-vihreähalkoinen.,Gustaf von Numers,14. marraskuuta 1969
Simpele,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Simpele.vaakuna.svg/75px-Simpele.vaakuna.svg.png,"Punaisessa kentässä yläreunaltaan sakarakoroinen kaarihirsi, saatteena kolme apilanlehteä, kaksi hirren yläpuolella, yksi alapuolella; kaikki hopeaa.",Ahti Hammar,25. toukokuuta 1955
Sippola,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Anjalankoski.vaakuna.svg/75px-Anjalankoski.vaakuna.svg.png,"Mustassa kentässä kaksi hopeasippua ristikkäin, niiden alakulmassa hopea-sininen lähde.",Jaska Hänninen,12. maaliskuuta 1957
Snappertuna,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Snappertuna.vaakuna.svg/120px-Snappertuna.vaakuna.svg.png,"Sinisessä kentässä alhaalta aaltokoron rajoittama, reunoihin ulottuva muuri, jonka keskiosa on sakarainen ja tornimainen; saateena kummallakin puolella pystyssä tammenlehti; kaikki kultaa, keskikäytävä ja ikkunaluukut punaiset.",A. W. Rancken,14. joulukuuta 1951
Somerniemi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Somerniemi.vaakuna.svg/75px-Somerniemi.vaakuna.svg.png,"Sinisessä kentässä hopeinen haaruristi, jossa kolme punaista ruusua asetettuina 2 + 1.",Olof Eriksson,6. helmikuuta 1954
Sulva,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Sulva.vaakuna.svg/75px-Sulva.vaakuna.svg.png,Punaisessa kentässä kultaiset tuulimyllyn siivet.,Gustaf von Numers,15. marraskuuta 1968
Sumiainen,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Sumiainen.vaakuna.svg/75px-Sumiainen.vaakuna.svg.png,Sinisessä kentässä sirotteisesti neljätoista hopeapisaraa asetettuna 4 + 3 + 4 + 3.,Kaj Kajander,1. heinäkuuta 1965
Suodenniemi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Suodenniemi.vaakuna.svg/75px-Suodenniemi.vaakuna.svg.png,Sahakoroisesti sini-hopeahalkoisessa kilvessä kaksi paaluittaista uittohaan terää selätysten vuorovärisinä.,Olof Eriksson,24. lokakuuta 1955
Suolahti,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/%C3%84%C3%A4nekoski.vaakuna.svg/120px-%C3%84%C3%A4nekoski.vaakuna.svg.png,"Sinisessä kentässä kolme lentävää hopeakurkea, keskenään järjestettyinä oikealle suunnatun kärjen tapaan.",Olof Eriksson,12. helmikuuta 1952
Suomenniemi,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Suomenniemi.vaakuna.svg/120px-Suomenniemi.vaakuna.svg.png,Hopeakentässä oikealle suunnatussa sinisessä kärjessä kultainen käki.,Ahti Hammar,21. huhtikuuta 1961
Suomusjärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Suomusj%C3%A4rvi.vaakuna.svg/75px-Suomusj%C3%A4rvi.vaakuna.svg.png,Nyhäkoron kolmesti hopeaan ja punaiseen katkaisema kilpi.,Heikki Paaer,5. kesäkuuta 1957
Suoniemi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Suoniemi.vaakuna.svg/120px-Suoniemi.vaakuna.svg.png,"Sinisessä kentässä kaksi hopeista, alaista aaltokoroista hirttä, joiden yläpuolella kultainen liekki.",Gustaf von Numers,13. kesäkuuta 1955
Säkylä,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/S%C3%A4kyl%C3%A4.vaakuna.svg/120px-S%C3%A4kyl%C3%A4.vaakuna.svg.png,Hopeinen tuulimylly sinisessä kentässä.,Olof Eriksson,18. helmikuuta 1953
Särkisalo,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/S%C3%A4rkisalo.vaakuna.svg/120px-S%C3%A4rkisalo.vaakuna.svg.png,"Vihreässä kentässä kultainen ankkuri, jonka molemmin puolin saatteena hopeinen simpukka.",Olof Eriksson,17. heinäkuuta 1956
Säyneinen,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/S%C3%A4yneinen_vaakuna.svg/75px-S%C3%A4yneinen_vaakuna.svg.png,Kilpi apilakoron vastalohkoisesti jakama punaiseen ja hopeaan; kaksi apilanlehteä näkyvissä.,Kaj Kajander,3. huhtikuuta 1964
Säynätsalo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/S%C3%A4yn%C3%A4tsalo.vaakuna.svg/75px-S%C3%A4yn%C3%A4tsalo.vaakuna.svg.png,"Punaisessa kentässä ulkoreunaltaan sakaroinen rengas, josta kasvaa sisäpuolelle kuusenoksa; kaikki hopeaa.",Ahti Hammar,19. helmikuuta 1958
Sääksmäki,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/S%C3%A4%C3%A4ksm%C3%A4ki.vaakuna.svg/75px-S%C3%A4%C3%A4ksm%C3%A4ki.vaakuna.svg.png,"Punaisessa kentässä hopeinen, kultavaruksinen kalasääski edestäpäin, laskeutumassa kohotetuin siivin tyvestä nousevaan hopeapesäänsä.",Kalle CarlstedtjaGustaf von Numers,23. huhtikuuta 1954
Sääminki,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/S%C3%A4%C3%A4minki.vaakuna.svg/75px-S%C3%A4%C3%A4minki.vaakuna.svg.png,"Sakarakorokatkoisen kilven kultaisessa yläkentässä musta oinaanpää edestäpäin, mustassa alakentässä aaltokoroinen kultahirsi, jossa punainen, yhdeksänhankainen kirkkovene.",Gustaf von Numersja Viktor Räsänen,4. heinäkuuta 1950
Tammisaaren maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Tammisaaren_mlk.vaakuna.svg/75px-Tammisaaren_mlk.vaakuna.svg.png,"Hopeakentässä pystyssä vihreä tammenoksa, jossa lehtiä ja alaosassa kaksi punaista terhoa; alapuolella sininen aaltokoroinen tyviö, jossa hopeinen, punavaruksinen kala.",A. W. Rancken,3. maaliskuuta 1953
Tammisaari,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Tammisaari.vaakuna.svg/120px-Tammisaari.vaakuna.svg.png,"Hopeakentässä vihreä tammi, jonka terhot punaiset.",Sven Sköld (piirtänyt uudelleen),14. toukokuuta 1952
Tampere,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Tampere.vaakuna.1839-1960.svg/120px-Tampere.vaakuna.1839-1960.svg.png,"Sinisen virran vastaviistoon lohkaisema kilpi. Ylemmässä kullanvärisessä kentässä punainen T-kirjain (nimikirjain). Alemmassa vihreässä kentässä Merkuriuksen sauva ja vasara ristissä, molemmat kullanvärisiä.",Arvid von Cederwald,20. huhtikuuta 1839
Tarvasjoki,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Tarvasjoki.vaakuna.svg/120px-Tarvasjoki.vaakuna.svg.png,"Punaisessa kentässä alainen, aaltokoroinen hopeahirsi, josta nousee kultainen kauris.",Ahti Hammar,30. marraskuuta 1951
Teerijärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Teerij%C3%A4rvi.vaakuna.svg/75px-Teerij%C3%A4rvi.vaakuna.svg.png,"Punaisessa kentässä aaltokoroinen hopeatyviö, jonka yläpuolella kultainen apilaristi.",Gustaf von Numers,17. heinäkuuta 1956
Teisko,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Teisko.vaakuna.svg/120px-Teisko.vaakuna.svg.png,Vihreässä kentässä hopeinen Antoniuksen ristin muotoinen muurin siderauta.,Olof Eriksson,1. lokakuuta 1958
Temmes,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Temmes.vaakuna.svg/75px-Temmes.vaakuna.svg.png,Vihreässä kentässä alaisen aaltokoroisen hirren yläpuolella yksikorvainen maitokiulu; kumpikin kultaa.,Kaj Kajander,4. helmikuuta 1965
Tenhola,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Tenhola.vaakuna.svg/75px-Tenhola.vaakuna.svg.png,"Vihreässä kentässä hopeinen, polvistunut enkeli pitäen molemmilla käsillään kultaista lippua, jossa musta, paaluittainen piilu.",Gustaf von Numers,29. joulukuuta 1953
Tiukka,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Tiukka.vaakuna.svg/75px-Tiukka.vaakuna.svg.png,"Punaisessa kentässä kultahirsi, jossa kaksi punaista punosruutua.",Gustaf von Numers,10. syyskuuta 1969
Tohmajärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Tohmaj%C3%A4rvi.vaakuna.1953.svg/120px-Tohmaj%C3%A4rvi.vaakuna.1953.svg.png,Musta-punahalkoisessa kilvessä hopeinen koivunoksa paaluittain.,Olof Eriksson,20. huhtikuuta 1953
Toijala,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Toijala.vaakuna.svg/75px-Toijala.vaakuna.svg.png,"Punaisessa kentässä lakiopaalu, saatteena kaksi keihäänkärkeä; kaikki hopeaa.",Olof Eriksson,3. toukokuuta 1952
Tottijärvi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Tottij%C3%A4rvi.vaakuna.svg/120px-Tottij%C3%A4rvi.vaakuna.svg.png,"Sinisessä kentässä aaltokoroisesta hopeatyviöstä nouseva kultainen koira, jonka varukset ja kaulahihna punaiset.",Ahti Hammar,26. maaliskuuta 1958
Tuulos,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Tuulos.vaakuna.svg/120px-Tuulos.vaakuna.svg.png,"Mustassa kentässä kaksi kultaista, kultapunaliekkistä tuulastuskouraa ristikkäin.",Ahti Hammar,3. maaliskuuta 1956
Tuupovaara,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Tuupovaara.vaakuna.svg/120px-Tuupovaara.vaakuna.svg.png,"Mustassa kentässä tuohitorvea puhaltava, nouseva, hopeinen paimenpoika; tuohitorvi, kontti ja puukko kultaiset, kädet ja kasvot luonnonvärisiä.",Kalevi Karlsson,17. huhtikuuta 1957
Tyrväntö,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Tyrv%C3%A4nt%C3%B6.vaakuna.svg/75px-Tyrv%C3%A4nt%C3%B6.vaakuna.svg.png,"Punaisessa kentässä kaksi kultavaruksista hopeakuhaa pystyssä, selätysten, niiden välissä lakioittain hopearuusu.",Gustaf von Numers,29. maaliskuuta 1960
Tyrvää,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Tyrv%C3%A4%C3%A4.vaakuna.svg/75px-Tyrv%C3%A4%C3%A4.vaakuna.svg.png,"Punaisessa kentässä sinikielinen kultapukki pystyssä, sen kaulassa mustasta hihnasta riippuva kilpi, jonka mustassa kentässä paaluittainen kultapiilu.",Gustaf von Numers,26. syyskuuta 1950
Töysä,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/T%C3%B6ys%C3%A4.vaakuna.svg/120px-T%C3%B6ys%C3%A4.vaakuna.svg.png,"Sinisessä kentässä nyhäkoroinen kärki, josta nousee kaarisakarainen risti; molemmat hopeaa.",Gustaf von Numers,18. helmikuuta 1959
Ullava,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Ullava.vaakuna.svg/75px-Ullava.vaakuna.svg.png,Sinisessä kentässä kaksi hopeista suosuksea ristikkäin.,Aake Kaarnama ja Martta Vähälä,15. huhtikuuta 1966
Uskela,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Uskela.vaakuna.svg/75px-Uskela.vaakuna.svg.png,"Punaisessa kentässä kaksi hopeista, paaluittaista häränsarvea, joiden välissä kultalilja.",Gustaf von Numers,23. elokuuta 1952
Uudenkaarlepyyn maalaiskunta,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Uudenkaarlepyyn_mlk.vaakuna.svg/75px-Uudenkaarlepyyn_mlk.vaakuna.svg.png,"Punaisessa kentässä kaksi vastakkain kääntynyttä ja lomittaista puolikuuta, joiden päällä kruunu; kaikki kultaa.",Carol Hedberg,9. kesäkuuta 1965
Uukuniemi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Uukuniemi.vaakuna.svg/75px-Uukuniemi.vaakuna.svg.png,Punaisessa kentässä hopeinen vasensäde.,Pirkko Hyvärinen,20. tammikuuta 1969
Vahto,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Vahto.vaakuna.svg/75px-Vahto.vaakuna.svg.png,Punaisessa kentässä kolme kruunattua viikatteen terää alakkain; kaikki kultaa.,Olof Eriksson,7. kesäkuuta 1963
